Year,League,Series,Team,Wins,Opponent,Opponent_Wins,Favorite,Underdog
2024,NBA,Eastern Conf First Round,Boston Celtics,4,Miami Heat,1,BOS (-10000),MIA (+2000)
2024,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Orlando Magic,3,CLE (-210),ORL (+180)
2024,NBA,Eastern Conf First Round,Indiana Pacers,4,Milwaukee Bucks,2,IND (-125),MIL (+105)
2024,NBA,Eastern Conf First Round,New York Knicks,4,Philadelphia 76ers,2,NYK (-140),PHI (+120)
2024,NBA,Western Conf First Round,Oklahoma City Thunder,4,New Orleans Pelicans,0,OKC (-700),NOP (+500)
2024,NBA,Western Conf First Round,Dallas Mavericks,4,Los Angeles Clippers,2,DAL (-190),LAC (+165)
2024,NBA,Western Conf First Round,Minnesota Timberwolves,4,Phoenix Suns,0,PHO (-130),MIN (+110)
2024,NBA,Western Conf First Round,Denver Nuggets,4,Los Angeles Lakers,1,DEN (-340),LAL (+280)
2024,NBA,Eastern Conf Semifinals,Indiana Pacers,4,New York Knicks,3,NYK (-260),IND (+220)
2024,NBA,Western Conf Semifinals,Dallas Mavericks,4,Oklahoma City Thunder,2,OKC (-130),DAL (+110)
2024,NBA,Western Conf Semifinals,Minnesota Timberwolves,4,Denver Nuggets,3,DEN (-200),MIN (+170)
2024,NBA,Eastern Conf Semifinals,Boston Celtics,4,Cleveland Cavaliers,1,BOS (-2500),CLE (+1100)
2024,NBA,Eastern Conf Finals,Boston Celtics,4,Indiana Pacers,0,BOS (-900),IND (+600)
2024,NBA,Western Conf Finals,Dallas Mavericks,4,Minnesota Timberwolves,1,MIN (-175),DAL (+155)
2024,NBA,Finals,Boston Celtics,4,Dallas Mavericks,1,BOS (-900),IND (+600)
2023,NBA,Eastern Conf First Round,Miami Heat,4,Milwaukee Bucks,1,MIL (-1200),MIA (+750)
2023,NBA,Eastern Conf First Round,New York Knicks,4,Cleveland Cavaliers,1,CLE (-190),NYK (+170)
2023,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Brooklyn Nets,0,PHI (-1100),BRK (+700)
2023,NBA,Eastern Conf First Round,Boston Celtics,4,Atlanta Hawks,2,BOS (-1600),ATL (+900)
2023,NBA,Western Conf First Round,Denver Nuggets,4,Minnesota Timberwolves,1,DEN (-550),MIN (+425)
2023,NBA,Western Conf First Round,Phoenix Suns,4,Los Angeles Clippers,1,PHO (-500),LAC (+400)
2023,NBA,Western Conf First Round,Golden State Warriors,4,Sacramento Kings,3,GSW (-265),SAC (+225)
2023,NBA,Western Conf First Round,Los Angeles Lakers,4,Memphis Grizzlies,2,MEM (-140),LAL (+120)
2023,NBA,Eastern Conf Semifinals,Miami Heat,4,New York Knicks,2,NYK (-160),MIA (+140)
2023,NBA,Eastern Conf Semifinals,Boston Celtics,4,Philadelphia 76ers,3,BOS (-550),PHI (+425)
2023,NBA,Western Conf Semifinals,Denver Nuggets,4,Phoenix Suns,2,PHO (-120),DEN (+100)
2023,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Golden State Warriors,2,GSW (-150),LAL (+130)
2023,NBA,Western Conf Finals,Denver Nuggets,4,Los Angeles Lakers,0,DEN (-170),LAL (+145)
2023,NBA,Eastern Conf Finals,Miami Heat,4,Boston Celtics,3,BOS (-550),MIA (+400)
2023,NBA,Finals,Denver Nuggets,4,Miami Heat,1,DEN (-430),MIA (+330)
2022,NBA,Eastern Conf First Round,Milwaukee Bucks,4,Chicago Bulls,1,MIL (-1100),CHI (+700)
2022,NBA,Western Conf First Round,Memphis Grizzlies,4,Minnesota Timberwolves,2,MEM (-320),MIN (+260)
2022,NBA,Eastern Conf First Round,Boston Celtics,4,Brooklyn Nets,0,BOS (-130),BRK (+110)
2022,NBA,Western Conf First Round,Golden State Warriors,4,Denver Nuggets,1,GSW (-275),DEN (+225)
2022,NBA,Western Conf First Round,Dallas Mavericks,4,Utah Jazz,2,UTA (-300),DAL (+245)
2022,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Toronto Raptors,2,PHI (-175),TOR (+155)
2022,NBA,Western Conf First Round,Phoenix Suns,4,New Orleans Pelicans,2,PHO (-1350),NOP (+750)
2022,NBA,Eastern Conf First Round,Miami Heat,4,Atlanta Hawks,1,MIA (-420),ATL (+330)
2022,NBA,Eastern Conf Semifinals,Boston Celtics,4,Milwaukee Bucks,3,BOS (-200),MIL (+170)
2022,NBA,Eastern Conf Semifinals,Miami Heat,4,Philadelphia 76ers,2,MIA (-310),PHI (+250)
2022,NBA,Western Conf Semifinals,Dallas Mavericks,4,Phoenix Suns,3,PHO (-295),DAL (+240)
2022,NBA,Western Conf Semifinals,Golden State Warriors,4,Memphis Grizzlies,2,GSW (-255),MEM (+210)
2022,NBA,Western Conf Finals,Golden State Warriors,4,Dallas Mavericks,1,GSW (-220),DAL (+180)
2022,NBA,Eastern Conf Finals,Boston Celtics,4,Miami Heat,3,BOS (-160),MIA (+140)
2022,NBA,Finals,Golden State Warriors,4,Boston Celtics,2,GSW (-145),BOS (+125)
2021,NBA,Eastern Conf First Round,Milwaukee Bucks,4,Miami Heat,0,MIL (-320),MIA (+250)
2021,NBA,Western Conf First Round,Los Angeles Clippers,4,Dallas Mavericks,3,LAC (-400),DAL (+310)
2021,NBA,Eastern Conf First Round,Brooklyn Nets,4,Boston Celtics,1,BRK (-1400),BOS (+800)
2021,NBA,Western Conf First Round,Denver Nuggets,4,Portland Trail Blazers,2,POR (-130),DEN (+110)
2021,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Washington Wizards,1,PHI (-1000),WAS (+650)
2021,NBA,Western Conf First Round,Utah Jazz,4,Memphis Grizzlies,1,UTA (-1400),MEM (+800)
2021,NBA,Eastern Conf First Round,Atlanta Hawks,4,New York Knicks,1,ATL (-130),NYK (+110)
2021,NBA,Western Conf First Round,Phoenix Suns,4,Los Angeles Lakers,2,LAL (-175),PHO (+155)
2021,NBA,Eastern Conf Semifinals,Milwaukee Bucks,4,Brooklyn Nets,3,BRK (-180),MIL (+160)
2021,NBA,Eastern Conf Semifinals,Atlanta Hawks,4,Philadelphia 76ers,3,PHI (-175),ATL (+155)
2021,NBA,Western Conf Semifinals,Phoenix Suns,4,Denver Nuggets,0,PHO (-210),DEN (+175)
2021,NBA,Western Conf Semifinals,Los Angeles Clippers,4,Utah Jazz,2,UTA (-130),LAC (+110)
2021,NBA,Western Conf Finals,Phoenix Suns,4,Los Angeles Clippers,2,PHO (-200),LAC (+170)
2021,NBA,Eastern Conf Finals,Milwaukee Bucks,4,Atlanta Hawks,2,MIL (-500),ATL (+400)
2021,NBA,Finals,Milwaukee Bucks,4,Phoenix Suns,2,PHO (-180),MIL (+160)
2020,NBA,Eastern Conf First Round,Milwaukee Bucks,4,Orlando Magic,1,MIL (-7500),ORL (+3250)
2020,NBA,Eastern Conf First Round,Toronto Raptors,4,Brooklyn Nets,0,TOR (-2200),BRK (+1315)
2020,NBA,Eastern Conf First Round,Boston Celtics,4,Philadelphia 76ers,0,BOS (-450),PHI (+360)
2020,NBA,Eastern Conf First Round,Miami Heat,4,Indiana Pacers,0,MIA (-320),IND (+260)
2020,NBA,Western Conf First Round,Los Angeles Lakers,4,Portland Trail Blazers,1,LAL (-550),POR (+425)
2020,NBA,Western Conf First Round,Los Angeles Clippers,4,Dallas Mavericks,2,LAC (-630),DAL (+465)
2020,NBA,Western Conf First Round,Denver Nuggets,4,Utah Jazz,3,DEN (-285),UTA (+243)
2020,NBA,Western Conf First Round,Houston Rockets,4,Oklahoma City Thunder,3,HOU (-160),OKC (+140)
2020,NBA,Eastern Conf Semifinals,Boston Celtics,4,Toronto Raptors,3,TOR (-135),BOS (+115)
2020,NBA,Eastern Conf Semifinals,Miami Heat,4,Milwaukee Bucks,1,MIL (-440),MIA (+350)
2020,NBA,Western Conf Semifinals,Denver Nuggets,4,Los Angeles Clippers,3,LAC (-1300),DEN (+850)
2020,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Houston Rockets,1,LAL (-550),HOU (+425)
2020,NBA,Eastern Conf Finals,Miami Heat,4,Boston Celtics,2,BOS (-130),MIA (+110)
2020,NBA,Western Conf Finals,Los Angeles Lakers,4,Denver Nuggets,1,LAL (-550),DEN (+425)
2020,NBA,Finals,Los Angeles Lakers,4,Miami Heat,2,LAL (-350),MIA (+290)
2019,NBA,Eastern Conf First Round,Milwaukee Bucks,4,Detroit Pistons,0,MIL (-3500),DET (+1750)
2019,NBA,Eastern Conf First Round,Toronto Raptors,4,Orlando Magic,1,TOR (-1200),ORL (+775)
2019,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Brooklyn Nets,1,PHI (-600),BRK (+450)
2019,NBA,Eastern Conf First Round,Boston Celtics,4,Indiana Pacers,0,BOS (-465),IND (+370)
2019,NBA,Western Conf First Round,Golden State Warriors,4,Los Angeles Clippers,2,GSW (-15000),LAC (+6000)
2019,NBA,Western Conf First Round,Denver Nuggets,4,San Antonio Spurs,3,DEN (-270),SAS (+230)
2019,NBA,Western Conf First Round,Portland Trail Blazers,4,Oklahoma City Thunder,1,OKC (-165),POR (+145)
2019,NBA,Western Conf First Round,Houston Rockets,4,Utah Jazz,1,HOU (-310),UTA (+255)
2019,NBA,Eastern Conf Semifinals,Milwaukee Bucks,4,Boston Celtics,1,MIL (-360),BOS (+300)
2019,NBA,Eastern Conf Semifinals,Toronto Raptors,4,Philadelphia 76ers,3,TOR (-290),PHI (+245)
2019,NBA,Western Conf Semifinals,Golden State Warriors,4,Houston Rockets,2,GSW (-280),HOU (+240)
2019,NBA,Western Conf Semifinals,Portland Trail Blazers,4,Denver Nuggets,3,DEN (-145),POR (+125)
2019,NBA,Eastern Conf Finals,Toronto Raptors,4,Milwaukee Bucks,2,MIL (-270),TOR (+230)
2019,NBA,Western Conf Finals,Golden State Warriors,4,Portland Trail Blazers,0,GSW (-550),POR (+425)
2019,NBA,Finals,Toronto Raptors,4,Golden State Warriors,2,GSW (-270),TOR (+230)
2018,NBA,Eastern Conf First Round,Toronto Raptors,4,Washington Wizards,2,TOR (-630),WAS (+465)
2018,NBA,Eastern Conf First Round,Boston Celtics,4,Milwaukee Bucks,3,BOS (-150),MIL (+130)
2018,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Miami Heat,1,PHI (-500),MIA (+400)
2018,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Indiana Pacers,3,CLE (-600),IND (+450)
2018,NBA,Western Conf First Round,Houston Rockets,4,Minnesota Timberwolves,1,HOU (-3000),MIN (+1500)
2018,NBA,Western Conf First Round,Golden State Warriors,4,San Antonio Spurs,1,GSW (-900),SAS (+600)
2018,NBA,Western Conf First Round,New Orleans Pelicans,4,Portland Trail Blazers,0,POR (-220),NOP (+180)
2018,NBA,Western Conf First Round,Utah Jazz,4,Oklahoma City Thunder,2,OKC (-140),UTA (+120)
2018,NBA,Western Conf Semifinals,Golden State Warriors,4,New Orleans Pelicans,1,GSW (-1050),NOP (+675)
2018,NBA,Western Conf Semifinals,Houston Rockets,4,Utah Jazz,1,HOU (-1500),UTA (+1000)
2018,NBA,Eastern Conf Semifinals,Boston Celtics,4,Philadelphia 76ers,1,PHI (-525),BOS (+415)
2018,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Toronto Raptors,0,TOR (-190),CLE (+165)
2018,NBA,Eastern Conf Finals,Cleveland Cavaliers,4,Boston Celtics,3,CLE (-275),BOS (+235)
2018,NBA,Western Conf Finals,Golden State Warriors,4,Houston Rockets,3,GSW (-200),HOU (+170)
2018,NBA,Finals,Golden State Warriors,4,Cleveland Cavaliers,0,GSW (-1075),CLE (+688)
2017,NBA,Eastern Conf First Round,Boston Celtics,4,Chicago Bulls,2,BOS (-470),CHI (+375)
2017,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Indiana Pacers,0,CLE (-1100),IND (+700)
2017,NBA,Eastern Conf First Round,Toronto Raptors,4,Milwaukee Bucks,2,TOR (-440),MIL (+350)
2017,NBA,Eastern Conf First Round,Washington Wizards,4,Atlanta Hawks,2,WAS (-220),ATL (+180)
2017,NBA,Western Conf First Round,Golden State Warriors,4,Portland Trail Blazers,0,GSW (-7000),POR (+3000)
2017,NBA,Western Conf First Round,San Antonio Spurs,4,Memphis Grizzlies,2,SAS (-1070),MEM (+685)
2017,NBA,Western Conf First Round,Houston Rockets,4,Oklahoma City Thunder,1,HOU (-390),OKC (+320)
2017,NBA,Western Conf First Round,Utah Jazz,4,Los Angeles Clippers,3,LAC (-245),UTA (+205)
2017,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Toronto Raptors,0,CLE (-475),TOR (+380)
2017,NBA,Eastern Conf Semifinals,Boston Celtics,4,Washington Wizards,3,BOS (-185),WAS (+160)
2017,NBA,Western Conf Semifinals,Golden State Warriors,4,Utah Jazz,0,GSW (-3200),UTA (+1600)
2017,NBA,Western Conf Semifinals,San Antonio Spurs,4,Houston Rockets,2,SAS (-300),HOU (+250)
2017,NBA,Western Conf Finals,Golden State Warriors,4,San Antonio Spurs,0,GSW (-1050),SAS (+675)
2017,NBA,Eastern Conf Finals,Cleveland Cavaliers,4,Boston Celtics,1,CLE (-700),BOS (+500)
2017,NBA,Finals,Golden State Warriors,4,Cleveland Cavaliers,1,GSW (-300),CLE (+250)
2016,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Detroit Pistons,0,CLE (-1700),DET (+1100)
2016,NBA,Eastern Conf First Round,Toronto Raptors,4,Indiana Pacers,3,TOR (-400),IND (+325)
2016,NBA,Eastern Conf First Round,Miami Heat,4,Charlotte Hornets,3,MIA (-170),CHO (+150)
2016,NBA,Eastern Conf First Round,Atlanta Hawks,4,Boston Celtics,2,ATL (-165),BOS (+145)
2016,NBA,Western Conf First Round,Golden State Warriors,4,Houston Rockets,1,GSW (-10000),HOU (+4000)
2016,NBA,Western Conf First Round,San Antonio Spurs,4,Memphis Grizzlies,0,SAS (-17000),MEM (+6625)
2016,NBA,Western Conf First Round,Oklahoma City Thunder,4,Dallas Mavericks,1,OKC (-3500),DAL (+1750)
2016,NBA,Western Conf First Round,Portland Trail Blazers,4,Los Angeles Clippers,2,LAC (-525),POR (+415)
2016,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Atlanta Hawks,0,CLE (-500),ATL (+400)
2016,NBA,Eastern Conf Semifinals,Toronto Raptors,4,Miami Heat,3,TOR (-145),MIA (+125)
2016,NBA,Western Conf Semifinals,Golden State Warriors,4,Portland Trail Blazers,1,GSW (-1600),POR (+1050)
2016,NBA,Western Conf Semifinals,Oklahoma City Thunder,4,San Antonio Spurs,2,SAS (-270),OKC (+230)
2016,NBA,Eastern Conf Finals,Cleveland Cavaliers,4,Toronto Raptors,2,CLE (-1350),TOR (+885)
2016,NBA,Western Conf Finals,Golden State Warriors,4,Oklahoma City Thunder,3,GSW (-430),OKC (+345)
2016,NBA,Finals,Cleveland Cavaliers,4,Golden State Warriors,3,GSW (-220),CLE (+180)
2015,NBA,Eastern Conf First Round,Atlanta Hawks,4,Brooklyn Nets,2,ATL (-1350),BRK (+900)
2015,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Boston Celtics,0,CLE (-5000),BOS (+2100)
2015,NBA,Eastern Conf First Round,Chicago Bulls,4,Milwaukee Bucks,2,CHI (-950),MIL (+700)
2015,NBA,Eastern Conf First Round,Washington Wizards,4,Toronto Raptors,0,TOR (-175),WAS (+155)
2015,NBA,Western Conf First Round,Golden State Warriors,4,New Orleans Pelicans,0,GSW (-3000),NOP (+1500)
2015,NBA,Western Conf First Round,Houston Rockets,4,Dallas Mavericks,1,HOU (-260),DAL (+220)
2015,NBA,Western Conf First Round,Los Angeles Clippers,4,San Antonio Spurs,3,SAS (-180),LAC (+160)
2015,NBA,Western Conf First Round,Memphis Grizzlies,4,Portland Trail Blazers,1,MEM (-225),POR (+195)
2015,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Chicago Bulls,2,CLE (-240),CHI (+200)
2015,NBA,Eastern Conf Semifinals,Atlanta Hawks,4,Washington Wizards,2,ATL (-245),WAS (+205)
2015,NBA,Western Conf Semifinals,Houston Rockets,4,Los Angeles Clippers,3,HOU (-150),LAC (+130)
2015,NBA,Western Conf Semifinals,Golden State Warriors,4,Memphis Grizzlies,2,GSW (-1000),MEM (+725)
2015,NBA,Eastern Conf Finals,Cleveland Cavaliers,4,Atlanta Hawks,0,CLE (-190),ATL (+165)
2015,NBA,Western Conf Finals,Golden State Warriors,4,Houston Rockets,1,GSW (-880),HOU (+665)
2015,NBA,Finals,Golden State Warriors,4,Cleveland Cavaliers,2,GSW (-220),CLE (+190)
2014,NBA,Eastern Conf First Round,Indiana Pacers,4,Atlanta Hawks,3,IND (-600),ATL (+440)
2014,NBA,Eastern Conf First Round,Miami Heat,4,Charlotte Bobcats,0,MIA (-2500),CHA (+1000)
2014,NBA,Eastern Conf First Round,Brooklyn Nets,4,Toronto Raptors,3,BRK (-130),TOR (+110)
2014,NBA,Eastern Conf First Round,Washington Wizards,4,Chicago Bulls,1,CHI (-180),WAS (+160)
2014,NBA,Western Conf First Round,San Antonio Spurs,4,Dallas Mavericks,3,SAS (-875),DAL (+585)
2014,NBA,Western Conf First Round,Oklahoma City Thunder,4,Memphis Grizzlies,3,OKC (-500),MEM (+375)
2014,NBA,Western Conf First Round,Los Angeles Clippers,4,Golden State Warriors,3,LAC (-400),GSW (+285)
2014,NBA,Western Conf First Round,Portland Trail Blazers,4,Houston Rockets,2,HOU (-200),POR (+170)
2014,NBA,Eastern Conf Semifinals,Indiana Pacers,4,Washington Wizards,2,IND (-165),WAS (+145)
2014,NBA,Eastern Conf Semifinals,Miami Heat,4,Brooklyn Nets,1,MIA (-620),BRK (+450)
2014,NBA,Western Conf Semifinals,San Antonio Spurs,4,Portland Trail Blazers,1,SAS (-410),POR (+320)
2014,NBA,Western Conf Semifinals,Oklahoma City Thunder,4,Los Angeles Clippers,2,OKC (-205),LAC (+175)
2014,NBA,Eastern Conf Finals,Miami Heat,4,Indiana Pacers,2,MIA (-380),IND (+300)
2014,NBA,Western Conf Finals,San Antonio Spurs,4,Oklahoma City Thunder,2,SAS (-245),OKC (+205)
2014,NBA,Finals,San Antonio Spurs,4,Miami Heat,1,SAS (-155),MIA (+135)
2013,NBA,Eastern Conf First Round,Miami Heat,4,Milwaukee Bucks,0,MIA (-20000),MIL (+7500)
2013,NBA,Eastern Conf First Round,New York Knicks,4,Boston Celtics,2,NYK (-410),BOS (+320)
2013,NBA,Eastern Conf First Round,Indiana Pacers,4,Atlanta Hawks,2,IND (-380),ATL (+300)
2013,NBA,Eastern Conf First Round,Chicago Bulls,4,Brooklyn Nets,3,BRK (-145),CHI (+125)
2013,NBA,Western Conf First Round,Oklahoma City Thunder,4,Houston Rockets,2,OKC (-1900),HOU (+875)
2013,NBA,Western Conf First Round,San Antonio Spurs,4,Los Angeles Lakers,0,SAS (-1000),LAL (+650)
2013,NBA,Western Conf First Round,Golden State Warriors,4,Denver Nuggets,2,DEN (-460),GSW (+355)
2013,NBA,Western Conf First Round,Memphis Grizzlies,4,Los Angeles Clippers,2,LAC (-180),MEM (+160)
2013,NBA,Eastern Conf Semifinals,Miami Heat,4,Chicago Bulls,1,MIA (-3000),CHI (+1100)
2013,NBA,Eastern Conf Semifinals,Indiana Pacers,4,New York Knicks,2,NYK (-190),IND (+165)
2013,NBA,Western Conf Semifinals,Memphis Grizzlies,4,Oklahoma City Thunder,1,MEM (-127),OKC (+107)
2013,NBA,Western Conf Semifinals,San Antonio Spurs,4,Golden State Warriors,2,SAS (-950),GSW (+625)
2013,NBA,Eastern Conf Finals,Miami Heat,4,Indiana Pacers,3,MIA (-850),IND (+575)
2013,NBA,Western Conf Finals,San Antonio Spurs,4,Memphis Grizzlies,0,SAS (-145),MEM (+125)
2013,NBA,Finals,Miami Heat,4,San Antonio Spurs,3,MIA (-220),SAS (+180)
2012,NBA,Eastern Conf First Round,Philadelphia 76ers,4,Chicago Bulls,2,CHI (-1400),PHI (+900)
2012,NBA,Eastern Conf First Round,Miami Heat,4,New York Knicks,1,MIA (-900),NYK (+650)
2012,NBA,Eastern Conf First Round,Indiana Pacers,4,Orlando Magic,1,IND (-800),ORL (+600)
2012,NBA,Eastern Conf First Round,Boston Celtics,4,Atlanta Hawks,2,BOS (-190),ATL (+160)
2012,NBA,Western Conf First Round,San Antonio Spurs,4,Utah Jazz,0,SAS (-2500),UTA (+1450)
2012,NBA,Western Conf First Round,Oklahoma City Thunder,4,Dallas Mavericks,0,OKC (-500),DAL (+400)
2012,NBA,Western Conf First Round,Los Angeles Lakers,4,Denver Nuggets,3,LAL (-240),DEN (+195)
2012,NBA,Western Conf First Round,Los Angeles Clippers,4,Memphis Grizzlies,3,MEM (-200),LAC (+170)
2012,NBA,Eastern Conf Semifinals,Miami Heat,4,Indiana Pacers,2,MIA (-950),IND (+625)
2012,NBA,Eastern Conf Semifinals,Boston Celtics,4,Philadelphia 76ers,3,BOS (-205),PHI (+175)
2012,NBA,Western Conf Semifinals,San Antonio Spurs,4,Los Angeles Clippers,0,SAS (-2500),LAC (+1000)
2012,NBA,Western Conf Semifinals,Oklahoma City Thunder,4,Los Angeles Lakers,1,OKC (-450),LAL (+350)
2012,NBA,Western Conf Finals,Oklahoma City Thunder,4,San Antonio Spurs,2,SAS (-205),OKC (+175)
2012,NBA,Eastern Conf Finals,Miami Heat,4,Boston Celtics,3,MIA (-530),BOS (+400)
2012,NBA,Finals,Miami Heat,4,Oklahoma City Thunder,1,OKC (-175),MIA (+155)
2011,NBA,Eastern Conf First Round,Chicago Bulls,4,Indiana Pacers,1,CHI (-4000),IND (+1200)
2011,NBA,Eastern Conf First Round,Miami Heat,4,Philadelphia 76ers,1,MIA (-2500),PHI (+1000)
2011,NBA,Eastern Conf First Round,Boston Celtics,4,New York Knicks,0,BOS (-350),NYK (+250)
2011,NBA,Eastern Conf First Round,Atlanta Hawks,4,Orlando Magic,2,ORL (-650),ATL (+425)
2011,NBA,Western Conf First Round,Memphis Grizzlies,4,San Antonio Spurs,2,SAS (-390),MEM (+280)
2011,NBA,Western Conf First Round,Los Angeles Lakers,4,New Orleans Pelicans,2,LAL (-2500),NOH (+1000)
2011,NBA,Western Conf First Round,Dallas Mavericks,4,Portland Trail Blazers,2,DAL (-200),POR (+160)
2011,NBA,Western Conf First Round,Oklahoma City Thunder,4,Denver Nuggets,1,OKC (-220),DEN (+170)
2011,NBA,Eastern Conf Semifinals,Chicago Bulls,4,Atlanta Hawks,2,CHI (-800),ATL (+550)
2011,NBA,Eastern Conf Semifinals,Miami Heat,4,Boston Celtics,1,MIA (-190),BOS (+165)
2011,NBA,Western Conf Semifinals,Dallas Mavericks,4,Los Angeles Lakers,0,LAL (-360),DAL (+280)
2011,NBA,Western Conf Semifinals,Oklahoma City Thunder,4,Memphis Grizzlies,3,OKC (-350),MEM (+275)
2011,NBA,Eastern Conf Finals,Miami Heat,4,Chicago Bulls,1,MIA (-190),CHI (+160)
2011,NBA,Western Conf Finals,Dallas Mavericks,4,Oklahoma City Thunder,1,DAL (-240),OKC (+200)
2011,NBA,Finals,Dallas Mavericks,4,Miami Heat,2,MIA (-175),DAL (+155)
2010,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Chicago Bulls,1,CLE (-3000),CHI (+1400)
2010,NBA,Eastern Conf First Round,Orlando Magic,4,Charlotte Bobcats,0,ORL (-1000),CHA (+650)
2010,NBA,Eastern Conf First Round,Atlanta Hawks,4,Milwaukee Bucks,3,ATL (-750),MIL (+550)
2010,NBA,Eastern Conf First Round,Boston Celtics,4,Miami Heat,1,BOS (-175),MIA (+155)
2010,NBA,Western Conf First Round,Los Angeles Lakers,4,Oklahoma City Thunder,2,LAL (-800),OKC (+600)
2010,NBA,Western Conf First Round,San Antonio Spurs,4,Dallas Mavericks,2,DAL (-150),SAS (+130)
2010,NBA,Western Conf First Round,Phoenix Suns,4,Portland Trail Blazers,2,PHO (-500),POR (+400)
2010,NBA,Western Conf First Round,Utah Jazz,4,Denver Nuggets,2,DEN (-175),UTA (+150)
2010,NBA,Eastern Conf Semifinals,Boston Celtics,4,Cleveland Cavaliers,2,CLE (-480),BOS (+380)
2010,NBA,Eastern Conf Semifinals,Orlando Magic,4,Atlanta Hawks,0,ORL (-800),ATL (+550)
2010,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Utah Jazz,0,LAL (-420),UTA (+310)
2010,NBA,Western Conf Semifinals,Phoenix Suns,4,San Antonio Spurs,0,PHO (-140),SAS (+120)
2010,NBA,Western Conf Finals,Los Angeles Lakers,4,Phoenix Suns,2,LAL (-340),PHO (+270)
2010,NBA,Eastern Conf Finals,Boston Celtics,4,Orlando Magic,2,ORL (-260),BOS (+220)
2010,NBA,Finals,Los Angeles Lakers,4,Boston Celtics,3,LAL (-190),BOS (+165)
2009,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Detroit Pistons,0,CLE (-5000),DET (+3000)
2009,NBA,Eastern Conf First Round,Boston Celtics,4,Chicago Bulls,3,BOS (-545),CHI (+405)
2009,NBA,Eastern Conf First Round,Orlando Magic,4,Philadelphia 76ers,2,ORL (-1400),PHI (+800)
2009,NBA,Eastern Conf First Round,Atlanta Hawks,4,Miami Heat,3,ATL (-145),MIA (+125)
2009,NBA,Western Conf First Round,Los Angeles Lakers,4,Utah Jazz,1,LAL (-2000),UTA (+1200)
2009,NBA,Western Conf First Round,Denver Nuggets,4,New Orleans Pelicans,1,DEN (-210),NOH (+175)
2009,NBA,Western Conf First Round,Dallas Mavericks,4,San Antonio Spurs,1,SAS (-190),DAL (+160)
2009,NBA,Western Conf First Round,Houston Rockets,4,Portland Trail Blazers,2,POR (-175),HOU (+150)
2009,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Houston Rockets,3,LAL (-1100),HOU (+700)
2009,NBA,Western Conf Semifinals,Denver Nuggets,4,Dallas Mavericks,1,DEN (-240),DAL (+200)
2009,NBA,Eastern Conf Semifinals,Cleveland Cavaliers,4,Atlanta Hawks,0,CLE (-2450),ATL (+1000)
2009,NBA,Eastern Conf Semifinals,Orlando Magic,4,Boston Celtics,3,BOS (-120),ORL (+100)
2009,NBA,Eastern Conf Finals,Orlando Magic,4,Cleveland Cavaliers,2,CLE (-700),ORL (+550)
2009,NBA,Western Conf Finals,Los Angeles Lakers,4,Denver Nuggets,2,LAL (-250),DEN (+210)
2009,NBA,Finals,Los Angeles Lakers,4,Orlando Magic,1,LAL (-280),ORL (+240)
2008,NBA,Eastern Conf First Round,Boston Celtics,4,Atlanta Hawks,3,BOS (-8000),ATL (+4000)
2008,NBA,Eastern Conf First Round,Detroit Pistons,4,Philadelphia 76ers,2,DET (-1300),PHI (+850)
2008,NBA,Eastern Conf First Round,Orlando Magic,4,Toronto Raptors,1,ORL (-310),TOR (+260)
2008,NBA,Eastern Conf First Round,Cleveland Cavaliers,4,Washington Wizards,2,CLE (-115),WAS (-105)
2008,NBA,Western Conf First Round,Los Angeles Lakers,4,Denver Nuggets,0,LAL (-560),DEN (+460)
2008,NBA,Western Conf First Round,New Orleans Pelicans,4,Dallas Mavericks,1,NOH (-145),DAL (+125)
2008,NBA,Western Conf First Round,San Antonio Spurs,4,Phoenix Suns,1,SAS (-140),PHO (+120)
2008,NBA,Western Conf First Round,Utah Jazz,4,Houston Rockets,2,UTA (-215),HOU (+185)
2008,NBA,Eastern Conf Semifinals,Boston Celtics,4,Cleveland Cavaliers,3,BOS (-900),CLE (+600)
2008,NBA,Eastern Conf Semifinals,Detroit Pistons,4,Orlando Magic,1,DET (-305),ORL (+255)
2008,NBA,Western Conf Semifinals,Los Angeles Lakers,4,Utah Jazz,2,LAL (-350),UTA (+290)
